product_id,amount,pricePerUnit,orders
ENCHANTED_RABBIT_HIDE,3,14299.0,1
ENCHANTED_RABBIT_HIDE,19,14299.2,1
ENCHANTED_RABBIT_HIDE,1,14299.5,1
ENCHANTED_RABBIT_HIDE,60,14300.8,1
ENCHANTED_RABBIT_HIDE,2,14301.0,1
ENCHANTED_RABBIT_HIDE,22,14301.7,1
ENCHANTED_RABBIT_HIDE,16,14301.9,1
ENCHANTED_RABBIT_HIDE,16,14302.0,1
ENCHANTED_RABBIT_HIDE,803,14302.1,1
ENCHANTED_RABBIT_HIDE,265,14302.2,1
ENCHANTED_RABBIT_HIDE,49,14302.3,1
ENCHANTED_RABBIT_HIDE,113,14302.4,1
ENCHANTED_RABBIT_HIDE,9,14303.0,1
ENCHANTED_RABBIT_HIDE,3,14303.1,1
ENCHANTED_RABBIT_HIDE,18,14303.3,2
ENCHANTED_RABBIT_HIDE,26,14303.4,1
ENCHANTED_RABBIT_HIDE,192,14303.5,2
ENCHANTED_RABBIT_HIDE,6,14303.9,1
ENCHANTED_RABBIT_HIDE,4,14304.2,1
ENCHANTED_RABBIT_HIDE,265,15044.0,1
ENCHANTED_RABBIT_HIDE,39,15792.0,1
ENCHANTED_RABBIT_HIDE,1,20000.0,1
ENCHANTED_RABBIT_HIDE,112,20999.1,1
ENCHANTED_RABBIT_HIDE,10,22000.0,1
ENCHANTED_RABBIT_HIDE,3,22798.0,1
ENCHANTED_RABBIT_HIDE,7,22799.0,1
ENCHANTED_BIRCH_LOG,337,913.1,1
ENCHANTED_BIRCH_LOG,76,913.2,2
ENCHANTED_BIRCH_LOG,1196,913.3,2
ENCHANTED_BIRCH_LOG,15,913.4,1
ENCHANTED_BIRCH_LOG,140,913.6,1
ENCHANTED_BIRCH_LOG,73,914.1,1
ENCHANTED_BIRCH_LOG,138,914.9,3
ENCHANTED_BIRCH_LOG,36,915.0,2
ENCHANTED_BIRCH_LOG,231,923.9,1
ENCHANTED_BIRCH_LOG,4860,925.0,4
ENCHANTED_BIRCH_LOG,4480,925.3,4
ENCHANTED_BIRCH_LOG,2240,925.5,1
ENCHANTED_BIRCH_LOG,16,926.5,2
ENCHANTED_BIRCH_LOG,8,927.0,1
ENCHANTED_BIRCH_LOG,1,928.6,1
ENCHANTED_BIRCH_LOG,96,929.2,1
ENCHANTED_BIRCH_LOG,768,929.4,1
ENCHANTED_BIRCH_LOG,35,929.5,1
ENCHANTED_BIRCH_LOG,202,929.8,1
ENCHANTED_BIRCH_LOG,16,930.3,2
ENCHANTED_BIRCH_LOG,13,930.6,1
ENCHANTED_BIRCH_LOG,16,932.5,2
ENCHANTED_BIRCH_LOG,64,932.6,1
ENCHANTED_BIRCH_LOG,4,932.9,1
ENCHANTED_BIRCH_LOG,374,933.8,4
ENCHANTED_BIRCH_LOG,6,935.0,1
ENCHANTED_BIRCH_LOG,3,937.1,1
ENCHANTED_BIRCH_LOG,13,938.0,1
ENCHANTED_BIRCH_LOG,182,938.4,1
ENCHANTED_BIRCH_LOG,25,939.1,1
ENCHANTED_GUNPOWDER,160,2387.2,1
ENCHANTED_GUNPOWDER,56,2387.3,1
ENCHANTED_GUNPOWDER,22,2387.4,1
ENCHANTED_GUNPOWDER,69,2387.6,1
ENCHANTED_GUNPOWDER,11,2387.8,1
ENCHANTED_GUNPOWDER,113,2388.1,1
ENCHANTED_GUNPOWDER,789,2388.8,1
ENCHANTED_GUNPOWDER,44,2389.0,1
ENCHANTED_GUNPOWDER,311,2389.2,1
ENCHANTED_GUNPOWDER,1,2389.6,1
ENCHANTED_GUNPOWDER,9,2389.9,1
ENCHANTED_GUNPOWDER,192,2390.0,1
ENCHANTED_GUNPOWDER,83,2390.3,1
ENCHANTED_GUNPOWDER,41,2390.5,1
ENCHANTED_GUNPOWDER,72,2390.7,1
ENCHANTED_GUNPOWDER,477,2392.1,1
ENCHANTED_GUNPOWDER,59,2392.4,1
ENCHANTED_GUNPOWDER,76,2393.9,1
ENCHANTED_GUNPOWDER,148,2394.0,1
ENCHANTED_GUNPOWDER,31,2395.9,1
ENCHANTED_GUNPOWDER,1476,2396.0,1
ENCHANTED_GUNPOWDER,897,2396.5,1
ENCHANTED_GUNPOWDER,1920,2396.6,1
ENCHANTED_GUNPOWDER,355,2396.7,1
ENCHANTED_GUNPOWDER,47,2396.9,1
ENCHANTED_GUNPOWDER,1271,2397.3,1
ENCHANTED_GUNPOWDER,11,2397.4,1
ENCHANTED_GUNPOWDER,19,2398.0,1
ENCHANTED_GUNPOWDER,4,2398.5,1
ENCHANTED_GUNPOWDER,106,2398.7,1
ENCHANTED_MELON,2257,187.1,2
ENCHANTED_MELON,1463,187.2,2
ENCHANTED_MELON,270,187.3,2
ENCHANTED_MELON,844,187.4,1
ENCHANTED_MELON,87,187.5,1
ENCHANTED_MELON,120,187.7,1
ENCHANTED_MELON,1376,187.8,1
ENCHANTED_MELON,1654,187.9,1
ENCHANTED_MELON,118,188.0,2
ENCHANTED_MELON,315,188.4,1
ENCHANTED_MELON,216,189.5,2
ENCHANTED_MELON,117,189.8,2
ENCHANTED_MELON,152,190.0,2
ENCHANTED_MELON,957,190.2,1
ENCHANTED_MELON,33,190.3,1
ENCHANTED_MELON,226,192.6,1
ENCHANTED_MELON,1802,193.8,1
ENCHANTED_MELON,54,194.4,1
ENCHANTED_MELON,6358,194.5,4
ENCHANTED_MELON,128,194.7,1
ENCHANTED_MELON,12408,197.9,1
ENCHANTED_MELON,84,198.0,1
ENCHANTED_MELON,309,198.8,1
ENCHANTED_MELON,650,198.9,1
ENCHANTED_MELON,223,199.9,2
ENCHANTED_MELON,7561,200.0,4
ENCHANTED_MELON,72,207.7,1
ENCHANTED_MELON,29449,208.0,2
ENCHANTED_MELON,115,208.9,1
ENCHANTED_MELON,775,220.0,4
ENCHANTED_SUGAR,61,423.5,1
ENCHANTED_SUGAR,4,423.6,1
ENCHANTED_SUGAR,504,423.7,1
ENCHANTED_SUGAR,157,423.8,1
ENCHANTED_SUGAR,40,423.9,1
ENCHANTED_SUGAR,33,424.1,1
ENCHANTED_SUGAR,72,424.3,2
ENCHANTED_SUGAR,1,424.4,1
ENCHANTED_SUGAR,328,424.6,1
ENCHANTED_SUGAR,28,424.7,1
ENCHANTED_SUGAR,4346,424.9,2
ENCHANTED_SUGAR,442,425.3,1
ENCHANTED_SUGAR,4,425.4,1
ENCHANTED_SUGAR,18,425.5,1
ENCHANTED_SUGAR,91,425.6,1
ENCHANTED_SUGAR,311,425.8,1
ENCHANTED_SUGAR,109,425.9,1
ENCHANTED_SUGAR,149,426.3,2
ENCHANTED_SUGAR,17,426.5,1
ENCHANTED_SUGAR,105,427.1,1
ENCHANTED_SUGAR,21,427.5,1
ENCHANTED_SUGAR,21,427.6,1
ENCHANTED_SUGAR,1409,427.7,1
ENCHANTED_SUGAR,567,427.9,1
ENCHANTED_SUGAR,1,428.2,2
ENCHANTED_SUGAR,30,432.0,1
ENCHANTED_SUGAR,642,432.1,1
ENCHANTED_SUGAR,1153,432.3,1
ENCHANTED_SUGAR,632,432.5,1
ENCHANTED_SUGAR,6,432.7,1
CACTUS,87319,5.7,6
CACTUS,160355,5.8,8
CACTUS,23384,5.9,3
CACTUS,8910,6.0,5
CACTUS,2816,6.1,2
CACTUS,5773,6.3,3
CACTUS,17678,6.4,7
CACTUS,19265,6.8,11
CACTUS,5696,6.9,8
CACTUS,3973,7.0,25
CACTUS,2240,7.3,2
CACTUS,9887,8.0,7
CACTUS,26875,9.0,3
CACTUS,212,10.0,22
CACTUS,2,11.7,1
CACTUS,20,15.0,1
CACTUS,896,30.0,2
CACTUS,64,64.0,1
CACTUS,54,185.0,1
CACTUS,1,666.0,1
CACTUS,1,1000.0,18
ENCHANTED_BLAZE_ROD,3,337711.6,1
ENCHANTED_BLAZE_ROD,4,337711.7,1
ENCHANTED_BLAZE_ROD,1,337711.9,1
ENCHANTED_BLAZE_ROD,1,337712.6,1
ENCHANTED_BLAZE_ROD,3,337712.7,1
ENCHANTED_BLAZE_ROD,3,337712.8,1
ENCHANTED_BLAZE_ROD,1,339999.5,1
ENCHANTED_BLAZE_ROD,2,344296.5,1
ENCHANTED_BLAZE_ROD,1,344298.0,1
ENCHANTED_BLAZE_ROD,2,344298.6,1
ENCHANTED_BLAZE_ROD,2,344298.7,1
ENCHANTED_BLAZE_ROD,63,344299.5,1
ENCHANTED_BLAZE_ROD,9,344300.0,1
ENCHANTED_BLAZE_ROD,2,344399.1,1
ENCHANTED_BLAZE_ROD,5,344399.2,1
ENCHANTED_BLAZE_ROD,6,344406.9,1
ENCHANTED_BLAZE_ROD,2,344407.1,1
ENCHANTED_BLAZE_ROD,36,344407.2,1
ENCHANTED_BLAZE_ROD,54,369069.0,1
ENCHANTED_BLAZE_ROD,3,369999.7,1
ENCHANTED_BLAZE_ROD,1,369999.9,1
ENCHANTED_BLAZE_ROD,7,379990.7,1
ENCHANTED_BLAZE_ROD,2,379991.4,1
ENCHANTED_BLAZE_ROD,6,379992.4,1
ENCHANTED_BLAZE_ROD,7,380000.0,1
ENCHANTED_BLAZE_ROD,4,390000.0,1
ENCHANTED_BLAZE_ROD,3,390098.2,1
ENCHANTED_BLAZE_ROD,164,395000.0,1
ENCHANTED_BLAZE_ROD,11,398998.5,1
ENCHANTED_BLAZE_ROD,1,400000.0,1
ENCHANTED_CAKE,11,5790.7,1
ENCHANTED_CAKE,28,5790.8,1
ENCHANTED_CAKE,25,5790.9,1
ENCHANTED_CAKE,37,5989.8,3
ENCHANTED_CAKE,27,5989.9,1
ENCHANTED_CAKE,1040,5990.0,2
ENCHANTED_CAKE,2,6000.0,1
ENCHANTED_CAKE,18,6299.9,1
ENCHANTED_CAKE,300,6688.0,3
PUMPKIN,1023,4.2,1
PUMPKIN,71999,4.3,2
PUMPKIN,214451,4.4,10
PUMPKIN,159929,4.5,19
PUMPKIN,478379,4.6,13
PUMPKIN,122664,4.7,5
PUMPKIN,72856,4.8,4
PUMPKIN,19184,4.9,15
PUMPKIN,6026,5.0,21
PUMPKIN,657,5.1,5
PUMPKIN,2021,5.2,7
PUMPKIN,64,7.0,3
PUMPKIN,290,100.0,4
PUMPKIN,105,105.0,1
PUMPKIN,640,10000.0,2
PUMPKIN,695,30000.0,1
PUMPKIN,1219,100000.0,1
PUMPKIN,80,300000.0,1
ENCHANTED_BROWN_MUSHROOM,94,2845.1,2
ENCHANTED_BROWN_MUSHROOM,236,2845.2,1
ENCHANTED_BROWN_MUSHROOM,50,2845.3,1
ENCHANTED_BROWN_MUSHROOM,302,2845.7,2
ENCHANTED_BROWN_MUSHROOM,7,2845.9,1
ENCHANTED_BROWN_MUSHROOM,39,2846.0,2
ENCHANTED_BROWN_MUSHROOM,61,2846.1,1
ENCHANTED_BROWN_MUSHROOM,1833,2846.3,1
ENCHANTED_BROWN_MUSHROOM,3,2846.5,1
ENCHANTED_BROWN_MUSHROOM,23,2870.5,1
ENCHANTED_BROWN_MUSHROOM,1,2870.6,1
ENCHANTED_BROWN_MUSHROOM,25,2884.8,1
ENCHANTED_BROWN_MUSHROOM,32,2885.6,1
ENCHANTED_BROWN_MUSHROOM,1374,2901.5,3
ENCHANTED_BROWN_MUSHROOM,456,2903.2,2
ENCHANTED_BROWN_MUSHROOM,1456,2921.1,1
ENCHANTED_BROWN_MUSHROOM,31,2962.6,1
ENCHANTED_BROWN_MUSHROOM,51,2962.9,2
ENCHANTED_BROWN_MUSHROOM,15,2963.2,2
ENCHANTED_BROWN_MUSHROOM,189,2963.4,1
ENCHANTED_BROWN_MUSHROOM,118,2987.9,2
ENCHANTED_BROWN_MUSHROOM,307,3000.0,1
ENCHANTED_BROWN_MUSHROOM,1,3015.8,1
ENCHANTED_BROWN_MUSHROOM,4,3016.4,1
ENCHANTED_BROWN_MUSHROOM,256,3016.5,1
ENCHANTED_BROWN_MUSHROOM,2257,3016.6,2
ENCHANTED_BROWN_MUSHROOM,230,3047.2,1
ENCHANTED_BROWN_MUSHROOM,38,3047.4,1
ENCHANTED_BROWN_MUSHROOM,37,3048.8,1
ENCHANTED_BROWN_MUSHROOM,261,3049.1,2
WHEAT,31328,4.3,3
WHEAT,64170,4.4,18
WHEAT,102646,4.5,12
WHEAT,94457,4.6,6
WHEAT,320,4.7,2
WHEAT,673531,4.8,31
WHEAT,70147,4.9,3
WHEAT,7837,5.0,17
WHEAT,2563,5.2,11
WHEAT,67800,5.5,3
WHEAT,1600,5.8,3
WHEAT,207695,5.9,13
WHEAT,781,6.0,25
WHEAT,2208,6.5,4
WHEAT,1728,6.6,1
WHEAT,192,7.0,9
WHEAT,82,7.1,1
WHEAT,525,8.0,4
WHEAT,34,10.0,15
WHEAT,222,20.0,2
WHEAT,1,22.0,1
WHEAT,1042,100.0,11
WHEAT,66,200.0,1
WHEAT,64,300.0,1
WHEAT,384,460.0,1
WHEAT,640,1000.0,8
WHEAT,2,1500.0,2
WHEAT,704,3000.0,2
WHEAT,88,3333.0,1
WHEAT,1216,6000.0,1
ENCHANTED_RAW_SALMON,5,1600.7,1
ENCHANTED_RAW_SALMON,29,1600.8,2
ENCHANTED_RAW_SALMON,38,1600.9,3
ENCHANTED_RAW_SALMON,3,1601.0,1
ENCHANTED_RAW_SALMON,30,1601.2,1
ENCHANTED_RAW_SALMON,30,1601.5,1
ENCHANTED_RAW_SALMON,148,1601.7,1
ENCHANTED_RAW_SALMON,32,1601.8,1
ENCHANTED_RAW_SALMON,175,1601.9,1
ENCHANTED_RAW_SALMON,1,1602.1,1
ENCHANTED_RAW_SALMON,199,1602.2,1
ENCHANTED_RAW_SALMON,130,1609.9,1
ENCHANTED_RAW_SALMON,42,1610.1,1
ENCHANTED_RAW_SALMON,5,1610.2,1
ENCHANTED_RAW_SALMON,6,1610.3,1
ENCHANTED_RAW_SALMON,116,1610.5,1
ENCHANTED_RAW_SALMON,13,1611.7,2
ENCHANTED_RAW_SALMON,3,1615.9,1
ENCHANTED_RAW_SALMON,8,1620.6,1
ENCHANTED_RAW_SALMON,4,1620.7,1
ENCHANTED_RAW_SALMON,8,1621.1,1
ENCHANTED_RAW_SALMON,2,1621.4,1
ENCHANTED_RAW_SALMON,7,1621.9,1
ENCHANTED_RAW_SALMON,4,1622.4,1
ENCHANTED_RAW_SALMON,31,1625.0,1
ENCHANTED_RAW_SALMON,4,1627.9,1
ENCHANTED_RAW_SALMON,2176,1629.0,1
ENCHANTED_RAW_SALMON,13,1632.0,2
ENCHANTED_RAW_SALMON,11,1634.3,1
ENCHANTED_RAW_SALMON,19,1634.4,1
ENCHANTED_GLISTERING_MELON,84,6699.7,1
ENCHANTED_GLISTERING_MELON,3,6742.5,1
ENCHANTED_GLISTERING_MELON,30,6742.7,2
ENCHANTED_GLISTERING_MELON,16,6742.8,1
ENCHANTED_GLISTERING_MELON,3,6743.4,1
ENCHANTED_GLISTERING_MELON,257,7090.0,1
ENCHANTED_GLISTERING_MELON,5,7093.5,1
ENCHANTED_GLISTERING_MELON,6,7094.1,1
ENCHANTED_GLISTERING_MELON,4,7096.3,1
ENCHANTED_GLISTERING_MELON,3,7096.8,1
ENCHANTED_GLISTERING_MELON,2,7096.9,1
ENCHANTED_GLISTERING_MELON,2,7097.3,1
ENCHANTED_GLISTERING_MELON,1,7097.7,1
ENCHANTED_GLISTERING_MELON,16,7899.2,1
ENCHANTED_GLISTERING_MELON,53,7949.2,1
ENCHANTED_GLISTERING_MELON,384,8000.0,1
ENCHANTED_GLISTERING_MELON,5,8999.0,1
ENCHANTED_GLISTERING_MELON,259,9199.0,1
ENCHANTED_GLISTERING_MELON,2,9359.9,1
ENCHANTED_GLISTERING_MELON,216,9999.0,1
ENCHANTED_GLISTERING_MELON,312,11498.8,1
ENCHANTED_GLISTERING_MELON,1100,12000.0,2
PRISMARINE_SHARD,4281,6.8,1
PRISMARINE_SHARD,3101,6.9,17
PRISMARINE_SHARD,15040,7.0,10
PRISMARINE_SHARD,84,7.4,2
PRISMARINE_SHARD,172,7.5,4
PRISMARINE_SHARD,377,8.0,3
PRISMARINE_SHARD,29578,8.7,4
PRISMARINE_SHARD,2704,9.4,3
PRISMARINE_SHARD,1856,9.7,1
PRISMARINE_SHARD,13794,13.0,1
PRISMARINE_SHARD,10000,22.0,1
PRISMARINE_SHARD,320,22.8,1
PRISMARINE_SHARD,2,56.5,2
PRISMARINE_SHARD,44,56.6,3
PRISMARINE_SHARD,160,60.1,1
PRISMARINE_SHARD,471,79.3,1
PROTECTOR_FRAGMENT,2,2605.6,1
PROTECTOR_FRAGMENT,2612,2605.7,4
PROTECTOR_FRAGMENT,7,2605.8,5
PROTECTOR_FRAGMENT,15,2606.0,2
PROTECTOR_FRAGMENT,144,2606.1,1
PROTECTOR_FRAGMENT,4,2606.2,1
PROTECTOR_FRAGMENT,4,2606.3,1
PROTECTOR_FRAGMENT,58,2606.8,1
